time,dt,qw,qx,qy,qz,roll_deg,pitch_deg,yaw_deg,bg_x,bg_y,bg_z,p00,p11,p22,p33,p44,p55,z_x,z_y,z_z,nis,S00,S11,S22,upd
1786181346.865676403,0.005841,-0.999799165,0.001901917,-0.014054232,-0.014159508,-0.195174,1.613472,1.620029,5.380182e-04,2.437071e-03,1.661853e-02,1.576833e-03,1.576514e-03,4.919357e-03,1.138101e-06,1.138101e-06,1.138101e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000,0.000000e+00,0.000000e+00,0.000000e+00,0
1786181346.870183229,0.004507,-0.999799079,0.001910911,-0.014058851,-0.014159735,-0.196197,1.614016,1.620040,5.380182e-04,2.437071e-03,1.661853e-02,1.577120e-03,1.576800e-03,4.919939e-03,1.138146e-06,1.138146e-06,1.138146e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000,0.000000e+00,0.000000e+00,0.000000e+00,0
1786181346.875359774,0.005177,-0.999799248,0.001924035,-0.014055826,-0.014149023,-0.197723,1.613689,1.618791,5.380182e-04,2.437071e-03,1.661853e-02,1.577447e-03,1.577130e-03,4.920608e-03,1.138198e-06,1.138198e-06,1.138198e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000,0.000000e+00,0.000000e+00,0.000000e+00,0
1786181346.880043030,0.004683,-0.999799324,0.001920840,-0.014053315,-0.014146604,-0.197365,1.613395,1.618520,5.380182e-04,2.437071e-03,1.661853e-02,1.577744e-03,1.577427e-03,4.921216e-03,1.138244e-06,1.138244e-06,1.138244e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000,0.000000e+00,0.000000e+00,0.000000e+00,0
1786181346.885694504,0.005651,-0.999799379,0.001914018,-0.014053337,-0.014143637,-0.196588,1.613386,1.618190,5.380182e-04,2.437071e-03,1.661853e-02,1.578102e-03,1.577785e-03,4.921950e-03,1.138301e-06,1.138301e-06,1.138301e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000,0.000000e+00,0.000000e+00,0.000000e+00,0
1786181346.889788628,0.004094,-0.999799418,0.001909076,-0.014053354,-0.014141487,-0.196025,1.613380,1.617952,5.380182e-04,2.437071e-03,1.661853e-02,1.578362e-03,1.578044e-03,4.922481e-03,1.138342e-06,1.138342e-06,1.138342e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000,0.000000e+00,0.000000e+00,0.000000e+00,0
1786181346.895678043,0.005889,-0.999799194,0.001885888,-0.014050510,-0.014163270,-0.193337,1.613020,1.620487,5.380182e-04,2.437071e-03,1.661853e-02,1.578735e-03,1.578415e-03,4.923248e-03,1.138401e-06,1.138401e-06,1.138401e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000,0.000000e+00,0.000000e+00,0.000000e+00,0
1786181346.899945498,0.004267,-0.999799113,0.001894339,-0.014052615,-0.014165762,-0.194298,1.613276,1.620759,5.380182e-04,2.437071e-03,1.661853e-02,1.579006e-03,1.578687e-03,4.923799e-03,1.138443e-06,1.138443e-06,1.138443e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000,0.000000e+00,0.000000e+00,0.000000e+00,0
1786181346.905675888,0.005730,-0.999799291,0.001890344,-0.014043440,-0.014162813,-0.193859,1.612217,1.620428,5.380182e-04,2.437071e-03,1.661853e-02,1.579368e-03,1.579050e-03,4.924544e-03,1.138501e-06,1.138501e-06,1.138501e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000,0.000000e+00,0.000000e+00,0.000000e+00,0
1786181346.909883499,0.004208,-0.999799458,0.001885137,-0.014034494,-0.014160621,-0.193281,1.611183,1.620187,5.380182e-04,2.437071e-03,1.661853e-02,1.579634e-03,1.579317e-03,4.925092e-03,1.138543e-06,1.138543e-06,1.138543e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000,0.000000e+00,0.000000e+00,0.000000e+00,0
